Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Minerva FC,49:33,3,Moosa Ashiq,Pass,53.0,16.0,44,49,,Complete,,,,,,,
Minerva FC,49:40,4,Sailex Oinam ,Long Kick,47.0,55.0,77,75,,Complete,,,,,,,
Minerva FC,49:45,2,Ngashepam Reoson Singh,Pass,82.0,77.0,75,65,,Complete,,,,,,,
Minerva FC,49:47,11,Khangembem Gibash Meitei,Pass,76.0,65.0,94,51,,Complete,,,,,,,
Minerva FC,49:48,9,Raj Singh Wahengbam ,Pass,91.0,46.0,96,57,,Complete,,,,,,,
Minerva FC,49:50,19,Jayed,Pass,101.0,57.0,103,36,,Complete,,True,,,,,
Minerva FC,49:51,22,Paoginmang Baite,Shot,104.0,35.0,117,33,Left,Off Target,,,,,,,
Minerva FC,50:23,5,Rokash Atom,Head Pass,75.0,15.0,88,16,,Complete,,,,,,,
Minerva FC,50:25,7,Lairenjam Sanathoi Meitei,Pass,89.0,13.0,83,23,,Complete,,,,,,,
Minerva FC,50:28,22,Paoginmang Baite,Pass,84.0,21.0,75,34,,Complete,,,,,,,
Minerva FC,50:30,50,Thangkhanlam Samte,Pass,81.0,28.0,74,47,,Complete,,,,,,,
Minerva FC,50:33,2,Ngashepam Reoson Singh,Pass,75.0,48.0,86,73,,Complete,,,,,,,
Minerva FC,50:37,11,Khangembem Gibash Meitei,Cross,96.0,77.0,104,33,Right,,,,,,,,
Minerva FC,50:42,50,Thangkhanlam Samte,Pass,85.0,32.0,84,21,,Complete,,,,,,,
Minerva FC,50:43,5,Rokash Atom,Pass,85.0,20.0,104,12,,Complete,,,,,,,
Minerva FC,50:47,7,Lairenjam Sanathoi Meitei,Offensive Duel,107.0,11.0,0,0,,Won,,,,,,,
Minerva FC,50:48,7,Lairenjam Sanathoi Meitei,Offensive Duel,106.0,11.0,0,0,,Lost,,,,,,,
Minerva FC,50:50,7,Lairenjam Sanathoi Meitei,Pass,104.0,9.0,90,10,,Complete,,,,,,,
Minerva FC,50:53,5,Rokash Atom,Shot,90.0,22.0,117,42,Right,Saved,,,,,,,Right
Minerva FC,51:25,2,Ngashepam Reoson Singh,Head Pass,43.0,56.0,53,36,,Complete,,,,,,,
Minerva FC,51:29,22,Paoginmang Baite,Long Kick,64.0,23.0,94,54,,Incomplete,,,,,,,
Minerva FC,51:37,2,Ngashepam Reoson Singh,Defensive Duel,84.0,66.0,0,0,,Lost,,,,,,,
Minerva FC,51:38,2,Ngashepam Reoson Singh,Foul,87.0,66.0,0,0,,,,,,,,,
Minerva FC,52:05,4,Sailex Oinam ,Long Kick,29.0,60.0,68,59,,Incomplete,,,,,,,
Minerva FC,52:12,19,Jayed,Air Duel,46.0,64.0,0,0,,Won,,,,,,,
Minerva FC,52:31,7,Lairenjam Sanathoi Meitei,Pressure,78.0,26.0,0,0,,,,,,,,,
Minerva FC,52:32,5,Rokash Atom,Interception,63.0,18.0,0,0,,,,,,,,,
Minerva FC,52:34,5,Rokash Atom,Carry,64.0,17.0,83,26,,,,,,,,,
Minerva FC,52:35,5,Rokash Atom,Pass,76.0,26.0,92,36,,Complete,,,,,,,
Minerva FC,52:39,9,Raj Singh Wahengbam ,Shot,101.0,40.0,118,44,Right,Off Target,,,,,,,
Minerva FC,52:55,2,Ngashepam Reoson Singh,Interception,94.0,70.0,0,0,,,,,,,,,
Minerva FC,53:01,11,Khangembem Gibash Meitei,Pressure,110.0,56.0,0,0,,,,,,,,,
Minerva FC,53:09,2,Ngashepam Reoson Singh,Throw In,96.0,80.0,114,70,,,,,,,,,
Minerva FC,53:13,11,Khangembem Gibash Meitei,Offensive Duel,114.0,75.0,0,0,,Won,,,,,,,
Minerva FC,53:17,11,Khangembem Gibash Meitei,Pass,114.0,67.0,112,47,,Complete,True,,,,,,
Minerva FC,53:18,9,Raj Singh Wahengbam ,Shot,113.0,47.0,118,44,Right,Off Target,,,,,,,
Minerva FC,53:31,11,Khangembem Gibash Meitei,Interception,105.0,71.0,0,0,,,,,,,,,
Minerva FC,53:40,11,Khangembem Gibash Meitei,Pressure,112.0,68.0,0,0,,,,,,,,,
Minerva FC,53:43,22,Paoginmang Baite,Head Pass,82.0,45.0,92,31,,Complete,,,,,,,
Minerva FC,53:46,7,Lairenjam Sanathoi Meitei,Pass,91.0,31.0,87,20,,Complete,,,,,,,
